Episode,Final Cost,Shots Used,Time (s)
1,2381806.5562149687,4608,6.940372599987313
2,1811449.1790013958,4608,4.757194000005256
3,1000000.0,4608,4.77071990002878
4,1298373.2417043324,4608,4.727540299994871
5,1000000.0,4608,4.3797274000244215
6,1844253.2040826837,4608,4.838376900006551
7,1000000.0,4608,4.9507662000251
8,1123687.0055836672,4608,4.746491500001866
9,1315572.7997242603,4608,4.466470699990168
10,1170705.2514621478,4608,4.731429699982982
11,1000000.0,4608,4.723019400029443
12,1000000.0,4608,4.36918630002765
13,1572166.7745955782,4608,4.709908399963751
14,1065575.7608547837,4608,4.795379500021227
15,2207656.972962782,4608,4.499441499996465
16,2240974.900491266,4608,4.7308737999992445
17,1000000.0,4608,4.77366860001348
18,1000000.0,4608,4.405335799965542
19,2092862.0264326609,4608,4.819173600000795
20,1792474.078386892,4608,4.415260399982799
21,2726951.1771416245,4608,4.742936099995859
22,1083233.6123016607,4608,4.77119560004212
23,3065856.1171785295,4608,4.94961000001058
24,2038520.6184081063,4608,5.218660700018518
25,1149468.3799633135,4608,4.938929000054486
26,1277656.2075037528,4608,5.512948399991728
27,1000000.0,4608,5.004358100006357
28,1575525.9273254096,4608,6.028595999989193
29,1000000.0,4608,8.125837399973534
30,1322461.816471166,4608,7.357385499984957
31,4699044.038076591,4608,13.36994030000642
32,1056442.9169595223,4608,7.4600551999756135
33,1074268.2327609337,4608,7.725120000017341
34,1000000.0,4608,7.723344199999701
35,1000000.0,4608,7.707204599981196
36,1179166.7408285271,4608,7.3728822999983095
37,1069941.3455649696,4608,7.760070000018459
38,1000000.0,4608,8.176365700026508
39,2288770.256524694,4608,8.142284800007474
40,1081846.7449449245,4608,8.126942300004885
41,1147443.9463419477,4608,7.640182199946139
42,1758409.1147702262,4608,7.983572600001935
43,1554260.7387216366,4608,8.054560200020205
44,1226464.4581455172,4608,7.9373389999964274
45,1236354.0498443,4608,8.066969999985304
46,1000000.0,4608,8.055611699994188
47,1000000.0,4608,7.525451099965721
48,1569729.4311645897,4608,7.9977327000233345
49,2077924.4161360862,4608,7.939320900011808
50,1124577.9732254536,4608,7.923727400018834
51,1108808.624913875,4608,7.96161860000575
52,2104018.4922905685,4608,7.894847700023092
53,2117386.4611757854,4608,8.92823750001844
54,2624955.6935881553,4608,8.44703149999259
55,1636206.219927607,4608,7.992330299981404
56,1555804.5780758793,4608,8.244471099984366
57,1402596.827624231,4608,8.26376000000164
58,1863606.2487301352,4608,8.018571000022348
59,1149305.5336977423,4608,7.922685500001535
60,1156792.8925575842,4608,7.555751000007149
61,1000000.0,4608,7.827365800039843
62,1533800.7675796303,4608,7.938456400006544
63,2482708.579243845,4608,7.771856300008949
64,1098385.4251587545,4608,7.853030999947805
65,2668143.9238795303,4608,7.9122972000041045
66,1919973.9024760302,4608,7.8292892999597825
67,1504205.9946707976,4608,7.848690900020301
68,1115825.0877701612,4608,7.5544820000068285
69,3513600.635812736,4608,7.863774200028274
70,3242002.7741469145,4608,7.834213600028306
71,1000000.0,4608,7.97202919999836
72,1000000.0,4608,8.1368713999982
73,1728935.3966456573,4608,7.9370034000021406
74,1000000.0,4608,7.993280399998184
75,1793151.6166761639,4608,7.494123900018167
76,2101746.7126533855,4608,7.833305799984373
77,1000000.0,4608,7.829468899988569
78,1219974.7426259946,4608,8.166627400030848
79,1794761.2742943433,4608,7.923125000030268
80,1000000.0,4608,8.314402899995912
81,2658863.408341528,4608,7.824843099981081
82,1000000.0,4608,7.522018899966497
83,1000000.0,4608,7.939313900016714
84,1098098.0580606738,4608,7.925765099993441
85,1879045.0002973885,4608,7.869287999987137
86,2386257.138222162,4608,7.9308274000068195
87,1536481.7588638645,4608,8.239349199982826
88,1000000.0,4608,7.940307599958032
89,1473374.24963752,4608,7.904677300015464
90,2089507.481650823,4608,7.456669199978933
91,1000000.0,4608,7.9866281999857165
92,1091508.274594674,4608,7.878195500001311
93,1822826.489316537,4608,7.895817300013732
94,1000000.0,4608,7.924343000049703
95,1000000.0,4608,8.056602600030601
96,1722654.974285599,4608,8.402120100043248
97,1505813.8445336495,4608,7.507922500022687
98,1275067.7557366744,4608,8.038338000013027
99,2632990.9373046206,4608,7.8961530000087805
100,1250351.6399408742,4608,7.9726805000100285
101,1596646.5855906254,4608,7.84835899999598
102,1000000.0,4608,7.785413000034168
103,2195535.798582702,4608,7.817231399996672
104,1326640.4277437874,4608,7.995592300023418
105,1448160.6459734594,4608,7.643747399968561
106,1292080.4566051601,4608,8.71747219999088
107,2289991.906628243,4608,8.128637799993157
108,1212960.6655073948,4608,7.888475099985953
109,2913251.257757048,4608,7.781587100005709
110,1000000.0,4608,7.927215399977285
111,1873398.2659141836,4608,7.868919200031087
